代码	名称	大类行业	细分行业	Unnamed: 4	Unnamed: 5	大类行业.1	细分行业.1
600084.SH	中信尼雅	消费	非乳饮料				
600189.SH	泉阳泉	消费	非乳饮料				
000862.SZ	银星能源	制造业	风电				
001289.SZ	龙源电力	制造业	风电				
002015.SZ	协鑫能科	制造业	风电				
002080.SZ	中材科技	制造业	风电				
002202.SZ	金风科技	制造业	风电				
002487.SZ	大金重工	制造业	风电				
002531.SZ	天顺风能	制造业	风电				
300129.SZ	泰胜风能	制造业	风电				
300185.SZ	通裕重工	制造业	风电				
300443.SZ	金雷股份	制造业	风电				
300569.SZ	天能重工	制造业	风电				
300772.SZ	运达股份	制造业	风电				
300850.SZ	新强联	制造业	风电				
301155.SZ	海力风电	制造业	风电				
600163.SH	中闽能源	制造业	风电				
600416.SH	湘电股份	制造业	风电				
600458.SH	时代新材	制造业	风电				
600483.SH	福能股份	制造业	风电				
600522.SH	中天科技	制造业	风电				
600875.SH	东方电气	制造业	风电				
600905.SH	三峡能源	制造业	风电				
600956.SH	新天绿能	制造业	风电				
601016.SH	节能风电	制造业	风电				
601615.SH	明阳智能	制造业	风电				
601619.SH	嘉泽新能	制造业	风电				
603218.SH	日月股份	制造业	风电				
603507.SH	振江股份	制造业	风电				
603606.SH	东方电缆	制造业	风电				
603667.SH	五洲新春	制造业	风电				
603693.SH	江苏新能	制造业	风电				
603985.SH	恒润股份	制造业	风电				
605222.SH	起帆电缆	制造业	风电				
688186.SH	广大特材	制造业	风电				
688349.SH	三一重能	制造业	风电				
688660.SH	电气风电	制造业	风电				
300904.SZ	威力传动	制造业	风电				
601218.SH	吉鑫科技	制造业	风电				
301456.SZ	盘古智能	制造业	风电				
001258.SZ	立新能源	制造业	风电				
002135.SZ	东南网架	制造业	钢结构				
002541.SZ	鸿路钢构	制造业	钢结构				
002545.SZ	东方铁塔	制造业	钢结构				
600477.SH	杭萧钢构	制造业	钢结构				
600496.SH	精工钢构	制造业	钢结构				
601096.SH	宏盛华源	制造业	钢结构				
000629.SZ	钒钛股份	周期	钢铁				
000655.SZ	金岭矿业	周期	钢铁				
000708.SZ	中信特钢	周期	钢铁				
000709.SZ	河钢股份	周期	钢铁				
000717.SZ	中南股份	周期	钢铁				
000761.SZ	本钢板材	周期	钢铁				
000778.SZ	新兴铸管	周期	钢铁				
000825.SZ	太钢不锈	周期	钢铁				
000898.SZ	鞍钢股份	周期	钢铁				
000923.SZ	河钢资源	周期	钢铁				
000932.SZ	华菱钢铁	周期	钢铁				
000959.SZ	首钢股份	周期	钢铁				
001203.SZ	大中矿业	周期	钢铁				
002075.SZ	沙钢股份	周期	钢铁				
002110.SZ	三钢闽光	周期	钢铁				
002443.SZ	金洲管道	周期	钢铁				
002478.SZ	常宝股份	周期	钢铁				
600010.SH	包钢股份	周期	钢铁				
600019.SH	宝钢股份	周期	钢铁				
600022.SH	山东钢铁	周期	钢铁				
600126.SH	杭钢股份	周期	钢铁				
600231.SH	凌钢股份	周期	钢铁				
600282.SH	南钢股份	周期	钢铁				
600295.SH	鄂尔多斯	周期	钢铁				
600307.SH	酒钢宏兴	周期	钢铁				
600507.SH	方大特钢	周期	钢铁				
600516.SH	方大炭素	周期	钢铁				
600569.SH	安阳钢铁	周期	钢铁				
600581.SH	八一钢铁	周期	钢铁				
600782.SH	新钢股份	周期	钢铁				
600808.SH	马钢股份	周期	钢铁				
601003.SH	柳钢股份	周期	钢铁				
601005.SH	重庆钢铁	周期	钢铁				
601121.SH	宝地矿业	周期	钢铁				
601686.SH	友发集团	周期	钢铁				
601969.SH	海南矿业	周期	钢铁				
603878.SH	武进不锈	周期	钢铁				
603995.SH	甬金股份	周期	钢铁				
000088.SZ	盐田港	公用事业和工业服务	港口				
000507.SZ	珠海港	公用事业和工业服务	港口				
000582.SZ	北部湾港	公用事业和工业服务	港口				
001872.SZ	招商港口	公用事业和工业服务	港口				
600017.SH	日照港	公用事业和工业服务	港口				
600018.SH	上港集团	公用事业和工业服务	港口				
600717.SH	天津港	公用事业和工业服务	港口				
601000.SH	唐山港	公用事业和工业服务	港口				
601018.SH	宁波港	公用事业和工业服务	港口				
601228.SH	广州港	公用事业和工业服务	港口				
601298.SH	青岛港	公用事业和工业服务	港口				
601326.SH	秦港股份	公用事业和工业服务	港口				
601880.SH	辽港股份	公用事业和工业服务	港口				
600279.SH	重庆港	公用事业和工业服务	港口				
601008.SH	连云港	公用事业和工业服务	港口				
000925.SZ	众合科技	制造业	高铁与城轨				
300351.SZ	永贵电器	制造业	高铁与城轨				
301048.SZ	金鹰重工	制造业	高铁与城轨				
600528.SH	中铁工业	制造业	高铁与城轨				
601766.SH	中国中车	制造业	高铁与城轨				
603111.SH	康尼机电	制造业	高铁与城轨				
603680.SH	今创集团	制造业	高铁与城轨				
688009.SH	中国通号	制造业	高铁与城轨				
688033.SH	天宜上佳	制造业	高铁与城轨				
688187.SH	时代电气	制造业	高铁与城轨				
688459.SH	哈铁科技	制造业	高铁与城轨				
688569.SH	铁科轨道	制造业	高铁与城轨				
600495.SH	晋西车轴	制造业	高铁与城轨				
000927.SZ	中国铁物	制造业	高铁与城轨				
001328.SZ	登康口腔	消费	个护用品				
002511.SZ	中顺洁柔	消费	个护用品				
002637.SZ	赞宇科技	消费	个护用品				
002919.SZ	名臣健康	消费	个护用品				
003006.SZ	百亚股份	消费	个护用品				
300740.SZ	水羊股份	消费	个护用品				
300856.SZ	科思股份	消费	个护用品				
300888.SZ	稳健医疗	消费	个护用品				
300957.SZ	贝泰妮	消费	个护用品				
600315.SH	上海家化	消费	个护用品				
603605.SH	珀莱雅	消费	个护用品				
603983.SH	丸美股份	消费	个护用品				
605009.SH	豪悦护理	消费	个护用品				
301371.SZ	敷尔佳	消费	个护用品				
603193.SH	润本股份	消费	个护用品				
000523.SZ	红棉股份	消费	个护用品				
000157.SZ	中联重科	制造业	工程机械				
000425.SZ	徐工机械	制造业	工程机械				
000528.SZ	柳工	制造业	工程机械				
000680.SZ	山推股份	制造业	工程机械				
002097.SZ	山河智能	制造业	工程机械				
002483.SZ	润邦股份	制造业	工程机械				
600031.SH	三一重工	制造业	工程机械				
600320.SH	振华重工	制造业	工程机械				
600761.SH	安徽合力	制造业	工程机械				
600984.SH	建设机械	制造业	工程机械				
601100.SH	恒立液压	制造业	工程机械				
603298.SH	杭叉集团	制造业	工程机械				
603338.SH	浙江鼎力	制造业	工程机械				
603638.SH	艾迪精密	制造业	工程机械				
605060.SH	联德股份	制造业	工程机械				
605305.SH	中际联合	制造业	工程机械				
688425.SH	铁建重工	制造业	工程机械				
603273.SH	天元智能	制造业	工程机械				
600169.SH	太原重工	制造业	工程机械				
002523.SZ	天桥起重	制造业	工程机械				
001339.SZ	智微智能	科技	工业互联网				
002139.SZ	拓邦股份	科技	工业互联网				
002373.SZ	千方科技	科技	工业互联网				
002380.SZ	科远智慧	科技	工业互联网				
002402.SZ	和而泰	科技	工业互联网				
002410.SZ	广联达	科技	工业互联网				
002881.SZ	美格智能	科技	工业互联网				
300007.SZ	汉威科技	科技	工业互联网				
300590.SZ	移为通信	科技	工业互联网				
300627.SZ	华测导航	科技	工业互联网				
300638.SZ	广和通	科技	工业互联网				
300682.SZ	朗新集团	科技	工业互联网				
600845.SH	宝信软件	科技	工业互联网				
603236.SH	移远通信	科技	工业互联网				
603859.SH	能科科技	科技	工业互联网				
688088.SH	虹软科技	科技	工业互联网				
688100.SH	威胜信息	科技	工业互联网				
688665.SH	四方光电	科技	工业互联网				
688777.SH	中控技术	科技	工业互联网				
000060.SZ	中金岭南	周期	工业金属				
000426.SZ	兴业银锡	周期	工业金属				
000603.SZ	盛达资源	周期	工业金属				
000612.SZ	焦作万方	周期	工业金属				
000630.SZ	铜陵有色	周期	工业金属				
000688.SZ	国城矿业	周期	工业金属				
000737.SZ	北方铜业	周期	工业金属				
000751.SZ	锌业股份	周期	工业金属				
000758.SZ	中色股份	周期	工业金属				
000807.SZ	云铝股份	周期	工业金属				
000878.SZ	云南铜业	周期	工业金属				
002160.SZ	常铝股份	周期	工业金属				
002171.SZ	楚江新材	周期	工业金属				
002182.SZ	宝武镁业	周期	工业金属				
002203.SZ	海亮股份	周期	工业金属				
002532.SZ	天山铝业	周期	工业金属				
002540.SZ	亚太科技	周期	工业金属				
002988.SZ	豪美新材	周期	工业金属				
002996.SZ	顺博合金	周期	工业金属				
003038.SZ	鑫铂股份	周期	工业金属				
300328.SZ	宜安科技	周期	工业金属				
300337.SZ	银邦股份	周期	工业金属				
300697.SZ	电工合金	周期	工业金属				
600219.SH	南山铝业	周期	工业金属				
600338.SH	西藏珠峰	周期	工业金属				
600361.SH	创新新材	周期	工业金属				
600362.SH	江西铜业	周期	工业金属				
600490.SH	鹏欣资源	周期	工业金属				
600497.SH	驰宏锌锗	周期	工业金属				
600531.SH	豫光金铅	周期	工业金属				
600888.SH	新疆众和	周期	工业金属				
600961.SH	株冶集团	周期	工业金属				
601020.SH	华钰矿业	周期	工业金属				
601137.SH	博威合金	周期	工业金属				
601168.SH	西部矿业	周期	工业金属				
601212.SH	白银有色	周期	工业金属				
601388.SH	怡球资源	周期	工业金属				
601600.SH	中国铝业	周期	工业金属				
601609.SH	金田股份	周期	工业金属				
601677.SH	明泰铝业	周期	工业金属				
601702.SH	华峰铝业	周期	工业金属				
603132.SH	金徽股份	周期	工业金属				
603876.SH	鼎胜新材	周期	工业金属				
688231.SH	隆达股份	周期	工业金属				
600595.SH	中孚实业	周期	工业金属				
002578.SZ	闽发铝业	周期	工业金属				
301500.SZ	飞南资源	周期	工业金属				
000429.SZ	粤高速A	公用事业和工业服务	公路				
000755.SZ	山西高速	公用事业和工业服务	公路				
000828.SZ	东莞控股	公用事业和工业服务	公路				
000885.SZ	城发环境	公用事业和工业服务	公路				
001965.SZ	招商公路	公用事业和工业服务	公路				
600012.SH	皖通高速	公用事业和工业服务	公路				
600033.SH	福建高速	公用事业和工业服务	公路				
600035.SH	楚天高速	公用事业和工业服务	公路				
600269.SH	赣粤高速	公用事业和工业服务	公路				
600350.SH	山东高速	公用事业和工业服务	公路				
600368.SH	五洲交通	公用事业和工业服务	公路				
600377.SH	宁沪高速	公用事业和工业服务	公路				
600548.SH	深高速	公用事业和工业服务	公路				
600650.SH	锦江在线	公用事业和工业服务	公路				
600834.SH	申通地铁	公用事业和工业服务	公路				
601107.SH	四川成渝	公用事业和工业服务	公路				
000900.SZ	现代投资	公用事业和工业服务	公路				
000301.SZ	东方盛虹	制造业	光伏				
000591.SZ	太阳能	制造业	光伏				
000821.SZ	京山轻机	制造业	光伏				
001269.SZ	欧晶科技	制造业	光伏				
002129.SZ	TCL中环	制造业	光伏				
002218.SZ	拓日新能	制造业	光伏				
002459.SZ	晶澳科技	制造业	光伏				
002506.SZ	协鑫集成	制造业	光伏				
002610.SZ	爱康科技	制造业	光伏				
002617.SZ	露笑科技	制造业	光伏				
002623.SZ	亚玛顿	制造业	光伏				
002865.SZ	钧达股份	制造业	光伏				
002897.SZ	意华股份	制造业	光伏				
003022.SZ	联泓新科	制造业	光伏				
300057.SZ	万顺新材	制造业	光伏				
300080.SZ	易成新能	制造业	光伏				
300118.SZ	东方日升	制造业	光伏				
300316.SZ	晶盛机电	制造业	光伏				
300393.SZ	中来股份	制造业	光伏				
300724.SZ	捷佳伟创	制造业	光伏				
300751.SZ	迈为股份	制造业	光伏				
300757.SZ	罗博特科	制造业	光伏				
300776.SZ	帝尔激光	制造业	光伏				
300842.SZ	帝科股份	制造业	光伏				
301046.SZ	能辉科技	制造业	光伏				
301168.SZ	通灵股份	制造业	光伏				
301266.SZ	宇邦新材	制造业	光伏				
301278.SZ	快可电子	制造业	光伏				
600032.SH	浙江新能	制造业	光伏				
600151.SH	航天机电	制造业	光伏				
600207.SH	安彩高科	制造业	光伏				
600438.SH	通威股份	制造业	光伏				
600586.SH	金晶科技	制造业	光伏				
600732.SH	爱旭股份	制造业	光伏				
600821.SH	金开新能	制造业	光伏				
601012.SH	隆基绿能	制造业	光伏				
601222.SH	林洋能源	制造业	光伏				
601778.SH	晶科科技	制造业	光伏				
601865.SH	福莱特	制造业	光伏				
601908.SH	京运通	制造业	光伏				
603105.SH	芯能科技	制造业	光伏				
603185.SH	弘元绿能	制造业	光伏				
603212.SH	赛伍技术	制造业	光伏				
603396.SH	金辰股份	制造业	光伏				
603628.SH	清源股份	制造业	光伏				
603806.SH	福斯特	制造业	光伏				
688147.SH	微导纳米	制造业	光伏				
688223.SH	晶科能源	制造业	光伏				
688303.SH	大全能源	制造业	光伏				
688408.SH	中信博	制造业	光伏				
688472.SH	阿特斯	制造业	光伏				
688503.SH	聚和材料	制造业	光伏				
688516.SH	奥特维	制造业	光伏				
688556.SH	高测股份	制造业	光伏				
688560.SH	明冠新材	制造业	光伏				
688598.SH	金博股份	制造业	光伏				
688599.SH	天合光能	制造业	光伏				
688680.SH	海优新材	制造业	光伏				
688700.SH	东威科技	制造业	光伏				
688429.SH	时创能源	制造业	光伏				
000040.SZ	东旭蓝天	制造业	光伏				
000607.SZ	华媒控股	服务业	广告营销				
000676.SZ	智度股份	服务业	广告营销				
000917.SZ	电广传媒	服务业	广告营销				
002027.SZ	分众传媒	服务业	广告营销				
002115.SZ	三维通信	服务业	广告营销				
002131.SZ	利欧股份	服务业	广告营销				
002264.SZ	新华都	服务业	广告营销				
002400.SZ	省广集团	服务业	广告营销				
002878.SZ	元隆雅图	服务业	广告营销				
300058.SZ	蓝色光标	服务业	广告营销				
300061.SZ	旗天科技	服务业	广告营销				
300280.SZ	紫天科技	服务业	广告营销				
300592.SZ	华凯易佰	服务业	广告营销				
300766.SZ	每日互动	科技	广告营销				
300805.SZ	电声股份	服务业	广告营销				
301102.SZ	兆讯传媒	服务业	广告营销				
301171.SZ	易点天下	服务业	广告营销				
301262.SZ	海看股份	服务业	广告营销				
600640.SH	国脉文化	服务业	广告营销				
600986.SH	浙文互联	服务业	广告营销				
605168.SH	三人行	服务业	广告营销				
300781.SZ	因赛集团	服务业	广告营销				
000089.SZ	深圳机场	服务业	航空机场				
000099.SZ	中信海直	服务业	航空机场				
002928.SZ	华夏航空	服务业	航空机场				
600004.SH	白云机场	服务业	航空机场				
600009.SH	上海机场	服务业	航空机场				
600029.SH	南方航空	服务业	航空机场				
600115.SH	中国东航	服务业	航空机场				
600897.SH	厦门空港	服务业	航空机场				
601021.SH	春秋航空	服务业	航空机场				
601111.SH	中国国航	服务业	航空机场				
603885.SH	吉祥航空	服务业	航空机场				
002320.SZ	海峡股份	公用事业和工业服务	航运				
600026.SH	中远海能	公用事业和工业服务	航运				
600179.SH	安通控股	公用事业和工业服务	航运				
600428.SH	中远海特	公用事业和工业服务	航运				
601866.SH	中远海发	公用事业和工业服务	航运				
601872.SH	招商轮船	公用事业和工业服务	航运				
601919.SH	中远海控	公用事业和工业服务	航运				
601975.SH	招商南油	公用事业和工业服务	航运				
603162.SH	海通发展	公用事业和工业服务	航运				
603167.SH	渤海轮渡	公用事业和工业服务	航运				
603209.SH	兴通股份	公用事业和工业服务	航运				
603565.SH	中谷物流	公用事业和工业服务	航运				
601083.SH	锦江航运	公用事业和工业服务	航运				
601022.SH	宁波远洋	公用事业和工业服务	航运				
600798.SH	宁波海运	公用事业和工业服务	航运				
000777.SZ	中核科技	制造业	核电				
000881.SZ	中广核技	制造业	核电				
002266.SZ	浙富控股	制造业	核电				
002318.SZ	久立特材	制造业	核电				
002438.SZ	江苏神通	制造业	核电				
003816.SZ	中国广核	制造业	核电				
601985.SH	中国核电	制造业	核电				
000422.SZ	湖北宜化	制造业	化肥				
000731.SZ	四川美丰	制造业	化肥				
000830.SZ	鲁西化工	制造业	化肥				
000902.SZ	新洋丰	制造业	化肥				
000912.SZ	泸天化	制造业	化肥				
002170.SZ	芭田股份	制造业	化肥				
002274.SZ	华昌化工	制造业	化肥				
002538.SZ	司尔特	制造业	化肥				
002539.SZ	云图控股	制造业	化肥				
002556.SZ	辉隆股份	制造业	化肥				
002588.SZ	史丹利	制造业	化肥				
002895.SZ	川恒股份	制造业	化肥				
600096.SH	云天化	制造业	化肥				
600141.SH	兴发集团	制造业	化肥				
600227.SH	赤天化	制造业	化肥				
600426.SH	华鲁恒升	制造业	化肥				
600623.SH	华谊集团	制造业	化肥				
600691.SH	阳煤化工	制造业	化肥				
600803.SH	新奥股份	制造业	化肥				
000420.SZ	吉林化纤	制造业	化学纤维				
000949.SZ	新乡化纤	制造业	化学纤维				
002064.SZ	华峰化学	制造业	化学纤维				
002206.SZ	海利得	制造业	化学纤维				
002254.SZ	泰和新材	制造业	化学纤维				
600063.SH	皖维高新	制造业	化学纤维				
600409.SH	三友化工	制造业	化学纤维				
603055.SH	台华新材	制造业	化学纤维				
688295.SH	中复神鹰	制造业	化学纤维				
600370.SH	三房巷	制造业	化学纤维				
000683.SZ	远兴能源	制造业	化学原料及制品				
000707.SZ	双环科技	制造业	化学原料及制品				
000818.SZ	航锦科技	制造业	化学原料及制品				
000822.SZ	山东海化	制造业	化学原料及制品				
002053.SZ	云南能投	制造业	化学原料及制品				
002092.SZ	中泰化学	制造业	化学原料及制品				
002096.SZ	易普力	制造业	化学原料及制品				
002109.SZ	兴化股份	制造业	化学原料及制品				
002145.SZ	中核钛白	制造业	化学原料及制品				
002166.SZ	莱茵生物	制造业	化学原料及制品				
002386.SZ	天原股份	制造业	化学原料及制品				
002440.SZ	闰土股份	制造业	化学原料及制品				
002453.SZ	华软科技	制造业	化学原料及制品				
002549.SZ	凯美特气	制造业	化学原料及制品				
002562.SZ	兄弟科技	制造业	化学原料及制品				
002597.SZ	金禾实业	制造业	化学原料及制品				
002601.SZ	龙佰集团	制造业	化学原料及制品				
002666.SZ	德联集团	制造业	化学原料及制品				
002669.SZ	康达新材	制造业	化学原料及制品				
002683.SZ	广东宏大	制造业	化学原料及制品				
002810.SZ	山东赫达	制造业	化学原料及制品				
002971.SZ	和远气体	制造业	化学原料及制品				
300019.SZ	硅宝科技	制造业	化学原料及制品				
300041.SZ	回天新材	制造业	化学原料及制品				
300072.SZ	海新能科	制造业	化学原料及制品				
300082.SZ	奥克股份	制造业	化学原料及制品				
300109.SZ	新开源	制造业	化学原料及制品				
300174.SZ	元力股份	制造业	化学原料及制品				
300343.SZ	联创股份	制造业	化学原料及制品				
300522.SZ	世名科技	制造业	化学原料及制品				
300596.SZ	利安隆	制造业	化学原料及制品				
300741.SZ	华宝股份	制造业	化学原料及制品				
300758.SZ	七彩化学	制造业	化学原料及制品				
300801.SZ	泰和科技	制造业	化学原料及制品				
300821.SZ	东岳硅材	制造业	化学原料及制品				
300829.SZ	金丹科技	制造业	化学原料及制品				
300847.SZ	中船汉光	制造业	化学原料及制品				
300848.SZ	美瑞新材	制造业	化学原料及制品				
300858.SZ	科拓生物	制造业	化学原料及制品				
300910.SZ	瑞丰新材	制造业	化学原料及制品				
301069.SZ	凯盛新材	制造业	化学原料及制品				
301071.SZ	力量钻石	制造业	化学原料及制品				
301149.SZ	隆华新材	制造业	化学原料及制品				
301190.SZ	善水科技	制造业	化学原料及制品				
301206.SZ	三元生物	制造业	化学原料及制品				
301256.SZ	华融化学	制造业	化学原料及制品				
600075.SH	新疆天业	制造业	化学原料及制品				
600160.SH	巨化股份	制造业	化学原料及制品				
600230.SH	沧州大化	制造业	化学原料及制品				
600273.SH	嘉化能源	制造业	化学原料及制品				
600277.SH	亿利洁能	制造业	化学原料及制品				
600299.SH	安迪苏	制造业	化学原料及制品				
600309.SH	万华化学	制造业	化学原料及制品				
600328.SH	中盐化工	制造业	化学原料及制品				
600352.SH	浙江龙盛	制造业	化学原料及制品				
600367.SH	红星发展	制造业	化学原料及制品				
600618.SH	氯碱化工	制造业	化学原料及制品				
600746.SH	江苏索普	制造业	化学原料及制品				
600866.SH	星湖科技	制造业	化学原料及制品				
600873.SH	梅花生物	制造业	化学原料及制品				
600955.SH	维远股份	制造业	化学原料及制品				
601216.SH	君正集团	制造业	化学原料及制品				
601568.SH	北元集团	制造业	化学原料及制品				
601678.SH	滨化股份	制造业	化学原料及制品				
603010.SH	万盛股份	制造业	化学原料及制品				
603065.SH	宿迁联盛	制造业	化学原料及制品				
603067.SH	振华股份	制造业	化学原料及制品				
603077.SH	和邦生物	制造业	化学原料及制品				
603125.SH	常青科技	制造业	化学原料及制品				
603155.SH	新亚强	制造业	化学原料及制品				
603181.SH	皇马科技	制造业	化学原料及制品				
603213.SH	镇洋发展	制造业	化学原料及制品				
603217.SH	元利科技	制造业	化学原料及制品				
603227.SH	雪峰科技	制造业	化学原料及制品				
603255.SH	鼎际得	制造业	化学原料及制品				
603256.SH	宏和科技	制造业	化学原料及制品				
603281.SH	江瀚新材	制造业	化学原料及制品				
603299.SH	苏盐井神	制造业	化学原料及制品				
603379.SH	三美股份	制造业	化学原料及制品				
603505.SH	金石资源	制造业	化学原料及制品				
603601.SH	再升科技	制造业	化学原料及制品				
603739.SH	蔚蓝生物	制造业	化学原料及制品				
603823.SH	百合花	制造业	化学原料及制品				
603867.SH	新化股份	制造业	化学原料及制品				
603916.SH	苏博特	制造业	化学原料及制品				
603938.SH	三孚股份	制造业	化学原料及制品				
603977.SH	国泰集团	制造业	化学原料及制品				
605016.SH	百龙创园	制造业	化学原料及制品				
605020.SH	永和股份	制造业	化学原料及制品				
605077.SH	华康股份	制造业	化学原料及制品				
605183.SH	确成股份	制造业	化学原料及制品				
605366.SH	宏柏新材	制造业	化学原料及制品				
605399.SH	晨光新材	制造业	化学原料及制品				
688065.SH	凯赛生物	制造业	化学原料及制品				
688196.SH	卓越新能	制造业	化学原料及制品				
688300.SH	联瑞新材	制造业	化学原料及制品				
688357.SH	建龙微纳	制造业	化学原料及制品				
688398.SH	赛特新材	制造业	化学原料及制品				
688639.SH	华恒生物	制造业	化学原料及制品				
600935.SH	华塑股份	制造业	化学原料及制品				
601028.SH	玉龙股份	制造业	化学原料及制品				
002827.SZ	高争民爆	制造业	化学原料及制品				
002226.SZ	江南化工	制造业	化学原料及制品				
002783.SZ	凯龙股份	制造业	化学原料及制品				
002246.SZ	北化股份	制造业	化学原料及制品				
001217.SZ	华尔泰	制造业	化学原料及制品				
600610.SH	中毅达	制造业	化学原料及制品				
002455.SZ	百川股份	制造业	化学原料及制品				
301076.SZ	新瀚新材	制造业	化学原料及制品				
001358.SZ	兴欣新材	制造业	化学原料及制品				
603276.SH	恒兴新材	制造业	化学原料及制品				
301100.SZ	风光股份	制造业	化学原料及制品				
603948.SH	建业股份	制造业	化学原料及制品				
300891.SZ	惠云钛业	制造业	化学原料及制品				
603110.SH	东方材料	制造业	化学原料及制品				
300727.SZ	润禾材料	制造业	化学原料及制品				
000513.SZ	丽珠集团	医药	化学制药				
000813.SZ	德展健康	医药	化学制药				
000915.SZ	华特达因	医药	化学制药				
002262.SZ	恩华药业	医药	化学制药				
002294.SZ	信立泰	医药	化学制药				
002393.SZ	力生制药	医药	化学制药				
002437.SZ	誉衡药业	医药	化学制药				
002550.SZ	千红制药	医药	化学制药				
002755.SZ	奥赛康	医药	化学制药				
002940.SZ	昂利康	医药	化学制药				
003020.SZ	立方制药	医药	化学制药				
300006.SZ	莱美药业	医药	化学制药				
300110.SZ	华仁药业	医药	化学制药				
300199.SZ	翰宇药业	医药	化学制药				
300434.SZ	金石亚药	医药	化学制药				
300630.SZ	普利制药	医药	化学制药				
300705.SZ	九典制药	医药	化学制药				
300723.SZ	一品红	医药	化学制药				
301263.SZ	泰恩康	医药	化学制药				
301301.SZ	川宁生物	医药	化学制药				
600062.SH	华润双鹤	医药	化学制药				
600079.SH	人福医药	医药	化学制药				
600200.SH	江苏吴中	医药	化学制药				
600380.SH	健康元	医药	化学制药				
600420.SH	国药现代	医药	化学制药				
600664.SH	哈药股份	医药	化学制药				
600673.SH	东阳光	医药	化学制药				
600789.SH	鲁抗医药	医药	化学制药				
600812.SH	华北制药	医药	化学制药				
600851.SH	海欣股份	医药	化学制药				
601089.SH	福元医药	医药	化学制药				
603367.SH	辰欣药业	医药	化学制药				
603669.SH	灵康药业	医药	化学制药				
603676.SH	卫信康	医药	化学制药				
688166.SH	博瑞医药	医药	化学制药				
688505.SH	复旦张江	医药	化学制药				
688513.SH	苑东生物	医药	化学制药				
688566.SH	吉贝尔	医药	化学制药				
688658.SH	悦康药业	医药	化学制药				
002900.SZ	哈三联	医药	化学制药				
002435.SZ	长江健康	医药	化学制药				
000566.SZ	海南海药	医药	化学制药				
301507.SZ	民生健康	医药	化学制药				
000035.SZ	中国天楹	服务业	环保				
000544.SZ	中原环保	服务业	环保				
000551.SZ	创元科技	服务业	环保				
000598.SZ	兴蓉环境	服务业	环保				
000685.SZ	中山公用	服务业	环保				
000826.SZ	启迪环境	服务业	环保				
000967.SZ	盈峰环境	服务业	环保				
002034.SZ	旺能环境	服务业	环保				
002573.SZ	清新环境	服务业	环保				
002645.SZ	华宏科技	服务业	环保				
002658.SZ	雪迪龙	服务业	环保				
002672.SZ	东江环保	服务业	环保				
002973.SZ	侨银股份	服务业	环保				
300055.SZ	万邦达	服务业	环保				
300070.SZ	碧水源	服务业	环保				
300172.SZ	中电环保	服务业	环保				
300203.SZ	聚光科技	服务业	环保				
300266.SZ	兴源环境	服务业	环保				
300388.SZ	节能国祯	服务业	环保				
300631.SZ	久吾高科	服务业	环保				
300664.SZ	鹏鹞环保	服务业	环保				
300774.SZ	倍杰特	服务业	环保				
300779.SZ	惠城环保	服务业	环保				
300815.SZ	玉禾田	服务业	环保				
300867.SZ	圣元环保	服务业	环保				
301030.SZ	仕净科技	服务业	环保				
301127.SZ	天源环保	服务业	环保				
301305.SZ	朗坤环境	服务业	环保				
600008.SH	首创环保	服务业	环保				
600168.SH	武汉控股	服务业	环保				
600217.SH	中再资环	服务业	环保				
600283.SH	钱江水利	服务业	环保				
600323.SH	瀚蓝环境	服务业	环保				
600388.SH	龙净环保	服务业	环保				
600461.SH	洪城环境	服务业	环保				
600526.SH	菲达环保	服务业	环保				
600796.SH	钱江生化	服务业	环保				
600817.SH	宇通重工	服务业	环保				
600874.SH	创业环保	服务业	环保				
601158.SH	重庆水务	服务业	环保				
601200.SH	上海环境	服务业	环保				
601330.SH	绿色动力	服务业	环保				
601827.SH	三峰环境	服务业	环保				
603126.SH	中材节能	服务业	环保				
603200.SH	上海洗霸	服务业	环保				
603315.SH	福鞍股份	服务业	环保				
603324.SH	盛剑环境	服务业	环保				
603568.SH	伟明环保	服务业	环保				
603588.SH	高能环境	服务业	环保				
603686.SH	福龙马	服务业	环保				
603759.SH	海天股份	服务业	环保				
688057.SH	金达莱	服务业	环保				
688101.SH	三达膜	服务业	环保				
688376.SH	美埃科技	服务业	环保				
600292.SH	远达环保	服务业	环保				
301109.SZ	军信股份	服务业	环保				
301175.SZ	中科环保	服务业	环保				
002210.SZ	飞马国际	服务业	环保				
003039.SZ	顺控发展	服务业	环保				
603291.SH	联合水务	服务业	环保				
601199.SH	江南水务	服务业	环保				
601368.SH	绿城水务	服务业	环保				
600769.SH	祥龙电业	服务业	环保				
688480.SH	赛恩斯	服务业	环保				
000975.SZ	银泰黄金	制造业	黄金				
001337.SZ	四川黄金	制造业	黄金				
002155.SZ	湖南黄金	制造业	黄金				
002237.SZ	恒邦股份	制造业	黄金				
600489.SH	中金黄金	制造业	黄金				
600547.SH	山东黄金	制造业	黄金				
600988.SH	赤峰黄金	制造业	黄金				
601069.SH	西部黄金	制造业	黄金				
601899.SH	紫金矿业	制造业	黄金				
000027.SZ	深圳能源	公用事业和工业服务	火电				
000531.SZ	穗恒运A	公用事业和工业服务	火电				
000539.SZ	粤电力A	公用事业和工业服务	火电				
000543.SZ	皖能电力	公用事业和工业服务	火电				
000600.SZ	建投能源	公用事业和工业服务	火电				
000690.SZ	宝新能源	公用事业和工业服务	火电				
